"Message","Truth","Experiment"
"i have done some research and experimenting with the remote when my apex ad-2500 seemed to have lost its video signal.",-1,"train_neg"
"the button was probably accidentally pushed to cause the black screen in the first place.",-1,"train_neg"
"i wish it would do the same for movies, but that's one rare / cool feature you will have to forgo.",-1,"train_neg"
"weaknesses are minor: the feel and layout of the remote control are only so-so; it doesn't show the complete filenames of mp3s with really long names; you must cycle through every zoom setting (2x, 3x, 4x, 1/2x, etc.",-1,"train_neg"
"doesnt play new disney movies.",-1,"train_neg"
"many of our disney movies don't play on this dvd player.",-1,"train_neg"
"i spoke to a rep. at apex and was told that a new format is being used and we wont be able to view any disney movies made in the last couple months.",-1,"train_neg"
"poor quality - problem with dual-layer dvd's.",-1,"train_neg"
"player has a problem with dual-layer dvd's such as alias season 1 and season 2.  for the money, get a better quality player.",-1,"train_neg"
"i know the saying is "" you get what you pay for "" but at this stage of game dvd players must have better quality than this - there is no excuse.",-1,"train_neg"
"will never purchase apex again.",-1,"train_neg"
"customer service and technical support are overloaded and nonresponsive - tells you about the quality of their products and their willingness to stand behind them.",-1,"train_neg"
"pass this player up, and never believe the reviews on a product right before christmas!",-1,"train_neg"
"has destroyed several of my dvds and cds.",-1,"train_neg"
"then my dvds would stop playing in the middle, or not even be read at all.",-1,"train_neg"
"new cds almost always began skipping after a few plays.",-1,"train_neg"
"i thought it was just the player, but then i started checking the discs to find that the apex 2600 is actually ruining my media.",-1,"train_neg"
"there are funny little ridges on the dvd that look like the slice of a tree trunk!",-1,"train_neg"
"this player is not worth any price and i recommend that you don't purchase it.",-1,"train_neg"
"i intend to contact the company, but from what i've read.",-1,"train_neg"
"i just got screwed out of fifty bucks.",-1,"train_neg"
"apex doesn't answer the phone.",-1,"train_neg"
"* sigh.",-1,"train_neg"
"their customer service sucks.",-1,"train_neg"
"no way to contact their customer service.",-1,"train_neg"
"very bad quality.",-1,"train_neg"
"2 out of three ain't good.",-1,"train_neg"
"thought i'd weigh in here with my stats.",-1,"train_neg"
"they play just about everything, but # 2 and # 3 died very shortly after getting them.",-1,"train_neg"
"i am back to using # 1.  nice machines, but i consider their quality pretty low now.",-1,"train_neg"
"buy a better known brand name.",-1,"train_neg"
"this item broke just two weeks after i gave it to my kids for christmas.",-1,"train_neg"
"the door would not close.",-1,"train_neg"
"i tried to contact apex to return it (i missed the amazon return period) and it took 3 months to get through to their customer service dept.",-1,"train_neg"
"i am still trying to resolve it four months later.",-1,"train_neg"
"piece of crap... it looks great - and is loaded with features.",-1,"train_neg"
"unfortunately it turns out to be the "" disposable "" type.",-1,"train_neg"
"have had problems since the first day  - not playing some dvds and then finally after less than 60 days, it just would not recognize anything i pop in it.",-1,"train_neg"
"save money on the long run - buy something decent once instead of buying cheap every month.",-1,"train_neg"
"it does tend to run quite hot and should be given lots of room for air circulation.",-1,"train_neg"
"it did also seem to have a strong "" new electronics "" smell for some time.",-1,"train_neg"
"the only thing i did experience was a problem of the player freezing while playing, which i was able to clear by opening it up and blowing it out with "" canned air.",-1,"train_neg"
"the remote is okay, but i am not a fan of remotes with tiny buttons.",-1,"train_neg"
"while it is true that it will stand on end, it is also easy to knock over that way.",-1,"train_neg"
"i also didn't like the way it displayed information way down into the screen when you are in zoom mode.",-1,"train_neg"
"the zoom goes up and down in magnification, which is nice, but there is always a display of the zoom size about one-quarter of the way down from the top of the screen that interferes with viewing at most settings.",-1,"train_neg"
"having spent considerable time with professional video gear, i find onscreen displays annoying.",-1,"train_neg"
"any possible problems should be weighed against the bang-for-the-buck factor, along with the fact that companies like apex seldom have good after-sale support.",-1,"train_neg"
"do not buy this piece of junk.",-1,"train_neg"
"i purchased this unit 3 months back and i think the unit knew when my warrenty expires.",-1,"train_neg"
"it is more than 90 days and it does not show the picture no matter what i do.",-1,"train_neg"
"i can only hear the sound.",-1,"train_neg"
"i changed video cables, tried connecting to tv on input1 and input2 but no help.",-1,"train_neg"
"i think you get what you pay for stands true.",-1,"train_neg"
"nice paperweight.",-1,"train_neg"
"i have had this player for 3 months and have been able to see a total of 6 dvd's, after the frustration and aggrivation of getting the player to do it's job.",-1,"train_neg"
"i have tried many times to get a hold of apex who doesn't seem to answer their emails and telephone number is constantly busy as (i believe) the one lonely customer service rep is probably extremely overworked.",-1,"train_neg"
"as i emailed to the the customer service department, the only thing this player has done consistantly is use enought electricity to keep the red led burning.",-1,"train_neg"
"do yourself a favor and save your money to get something of better quality, or at least works.",-1,"train_neg"
"worst piece of electronics i ever bought.",-1,"train_neg"
"if i could give this a negative rating, i would.",-1,"train_neg"
"i am surprised amazon still carries this after all of the continued problems.",-1,"train_neg"
"won't play a lot of discs.",-1,"train_neg"
"i can only confirm what other customers have said - crap!",-1,"train_neg"
"some movies it played yesterday, it won't play today.",-1,"train_neg"
"tech support from apex is literally - nonexistent.",-1,"train_neg"
"amazon, do your customers a big favor, don't carry this item, and give them refunds!",-1,"train_neg"
"there should have been a recall on this product.",-1,"train_neg"
"fair warning - do not buy.",-1,"train_neg"
"i repeat - don't wast your money.",-1,"train_neg"
"don't buy!",-1,"train_neg"
"i bought 2 of this model for christmas presents and neither one of them work!",-1,"train_neg"
"it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working.",-1,"train_neg"
"one stopped working in february and the other in march.",-1,"train_neg"
"amazon has been working with me to refund my money, but they reminded me that i have past the 30 day return policy and this was a courtesy return.",-1,"train_neg"
"i have had great experience with amazon, but i will probably not buy electronics any more from them to avoid any future return problems.",-1,"train_neg"
"we had problems.",-1,"train_neg"
"the dvd player does not work properly.",-1,"train_neg"
"the player usually plays dvd's, but has occasional problems such as: 1) not recognizing a dvd 2) stopping a particular point in a movie every time we played it 3) not being able to access certain special features on a rental dvd.",-1,"train_neg"
"this has happened with several different dvd's and occasionally if we keep trying something, it will work when it did not work one time before.",-1,"train_neg"
"after we discovered the problems, we tried to contact apex (fkor 3 months), but we never got in touch with them.the customer support telephone number is always busy, and they do not answer their web customer support.",-1,"train_neg"
"unfortunately it can't play all of the dvd.",-1,"train_neg"
"on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd.",-1,"train_neg"
"unfortunately i bought a player because the ps2 couldn't play all my dvds, and now the player can't play everything.",-1,"train_neg"
"another person who had problem with picture after one use.",-1,"train_neg"
"we didn't get to use it again for over a month (sad, i know).",-1,"train_neg"
"but when we went to use it again, there was sound but no picture.",-1,"train_neg"
"we saw reviews that said the same thing, and also saw here that their customer service stinks.",-1,"train_neg"
"though we were past the deadline for returns (by a few days), i contacted amazon right away and pleaded for help.",-1,"train_neg"
"i hate apex but love amazon, and i tell everyone.",-1,"train_neg"
"do not buy this player.",-1,"train_neg"
"who knows how many uses you'll get out of it before it craps out, but it probably will.",-1,"train_neg"
"frustrating just hope you never lose / break the remote for this player!",-1,"train_neg"
"we've purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked.",-1,"train_neg"
"called customer service and basically was told to either keep buying univ.",-1,"train_neg"
"remotes to try or buy the replacement remote for $ 23 (which is almost half of what i paid for the whole player).",-1,"train_neg"
"(on here of course) also, a couple dvd's wouldn't play and they were new ones!",-1,"train_neg"
"poor customer service.",-1,"train_neg"
"i had to return the remote on this product because it appeared to be defective.",-1,"train_neg"
"it took over 2 months and repeated follow-up to get it replaced.",-1,"train_neg"
"the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line.",-1,"train_neg"
"i would not be inclined to purchase an apex product again.",-1,"train_neg"
"a piece of junk.",-1,"train_neg"
"door broke after a month.",-1,"train_neg"
"unit took forever since the begiining to recognize and play discs.",-1,"train_neg"
"3 months of use and it no longer recognizes anything.",-1,"train_neg"
"forget about it.",-1,"train_neg"
"it's money down the drain.",-1,"train_neg"
"get cheaper panasonics or toshibas or even sonys.",-1,"train_neg"
"to quote bart: "" craptacular "".",-1,"train_neg"
"well, it was nice while it lasted.",-1,"train_neg"
"after @ 3 months, it stoppped playing higher number scenes on dvds.",-1,"train_neg"
"as an engineer, i am embarrassed for the engineering profession when such crap is released for sale.",-1,"train_neg"
"poor quality.",-1,"train_neg"
"only used for 3 month before it's down!",-1,"train_neg"
"i had hoped this was bought from walmart so that i could return it!",-1,"train_neg"
"it sends discoutinous signals to tv, so the tv has the pictures for one moment and has only the white noise for the other moment.",-1,"train_neg"
"the other thing i don't like about this 2600 is that it makes the color look over saturated.",-1,"train_neg"
"maybe it's good for tvs with not so good color settings, but not good for my tv that already has very vibrant pictures.",-1,"train_neg"
"returned after failing to play dvds.",-1,"train_neg"
"as soon as i lifted the unit out of the box, i questioned my judgement.",-1,"train_neg"
"the entire unit was poorly crafted.",-1,"train_neg"
"there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board.",-1,"train_neg"
"after hooking the thing up, i found that it would only played less than 50% of the dvds i put in it.",-1,"train_neg"
"the dvd player just would't recognize them.",-1,"train_neg"
"it would spin, read, spin some more and then show on the display that there was no disc.",-1,"train_neg"
"i ended up sending the unit back to amazon.",-1,"train_neg"
"features and looks this dvd player is overpriced had it come with sony or one of the other top brand names.",-1,"train_neg"
"customer service nonexistant.",-1,"train_neg"
"i have not even used my new dvd player and already i am disapointed!",-1,"train_neg"
"i have been trying for over a week to contact apex.",-1,"train_neg"
"they will not respond to my emails (promised turnaround time is 24 hours) and the phone line is constantly busy.",-1,"train_neg"
"all i am looking for is a rebate form!",-1,"train_neg"
"however, the ad-2600 doesn't have this feature (for now).",-1,"train_neg"
"you can't find the mpeg playback on high priced units.",-1,"train_neg"
"avoid apex dvd players - even if they're free!",-1,"train_neg"
"now i know why - they are pieces of junk.",-1,"train_neg"
"less than a month later the screen freezes and eventually shows "" no disc.",-1,"train_neg"
"""  this is the second apex dvd player i've had - and the last.",-1,"train_neg"
"black and white only after 1 month of use.",-1,"train_neg"
"this unit was working fine for the 1st month and a half and then the color signal disappeared.",-1,"train_neg"
"apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy.",-1,"train_neg"
"the comments i've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance, pushing the button to play pal (european type) movies, when an ntsc (usa type) movie disk is in the disk tray.",-1,"train_neg"
"save your money.",-1,"train_neg"
"this dvd play is basicly junk.",-1,"train_neg"
"it won't play all of my movies.",-1,"train_neg"
"keeps coming up with no disk errors.",-1,"train_neg"
"i tried called apex cust service, no help.",-1,"train_neg"
"don't waste your money.",-1,"train_neg"
"mine was 2 weeks old and i chucked it in the trash, where it belongs.",-1,"train_neg"
"you might think you are saving money by buying an apex but in the long run you will spend more.",-1,"train_neg"
"each of the 4 lasted less than six months.",-1,"train_neg"
"for those of you who has problems with this player, i'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture, etc.",-1,"train_neg"
"having said that, this is what you do.",-1,"train_neg"
"apex ad2600 known capadabilty problem.",-1,"train_neg"
"i have sent my ad2600 back to apex because it won't play certain disney and other dvd movies (no disc message).",-1,"train_neg"
"they sent me a new ad2600 with the same problem.",-1,"train_neg"
"i call apex customer service and they told me that there is a known problem with the model playing disney and other movies and that it is not there problem so i'm stuck with a new dvd player that won't play my kids disney movies.",-1,"train_neg"
"i bought this dvd player mainly because my old sharp dvd player could not play most of the dvds from the store that i rent from and i had to watch them using my pc's dvd-rom player.",-1,"train_neg"
"hope the unit lasts as i've only had it for 3 days.",-1,"train_neg"
"one bad thing though, i find the remote-control a bit flimsy and i predict it will most probably ' die ' before the player does.",-1,"train_neg"
"poor quality dvd player.",-1,"train_neg"
"i purchased two of these players for christmas gifts, and both were bad.",-1,"train_neg"
"the first one wouldn't work from the start.",-1,"train_neg"
"the second lasted about two weeks before the video went out!",-1,"train_neg"
"i am still trying to resolve the problem with the second one.",-1,"train_neg"
"i have tried several times to contact apex digital through their on-line support site and their telephone line, but they won't answer my emails and their telephone line is always busy.",-1,"train_neg"
"i will never buy another apex digital product!",-1,"train_neg"
"you get what you paid for.",-1,"train_neg"
"but about 25% of dvd's i've played on ithave a problem, when watching a movie the picture will freeze, but the dvd still plays, and eventualy the picture kicks back in after skipping a few moments.",-1,"train_neg"
"usually i just skip to the next chapter to avoid it.",-1,"train_neg"
"annoying.",-1,"train_neg"
"no picture and / or no sound, try i/p button on the remote.",-1,"train_neg"
"we have had this product for over a month and yesterday it stopped working.",-1,"train_neg"
"there was neither picture nor sound.",-1,"train_neg"
"connecting the same outputs to a video card in my computer, there was sound but still no picture.",-1,"train_neg"
"the trouble shooting section in the user's manual, suggesting correct and secure connections, doesn't help.",-1,"train_neg"
"it makes the dvd player to switch between interlace mode and progressive scan mode.",-1,"train_neg"
"obviously there is no composite video output and different analog audio signals at progressive scan mode.",-1,"train_neg"
"people with video issue's.",-1,"train_neg"
"i think most of you people complaining about no video is due to you hitting the wrong button either the p/n = pal / ntsc or the i/p is set to progressive scan.",-1,"train_neg"
"another stupid move.",-1,"train_neg"
"buyer beware.",-1,"train_neg"
"i purchased this as a christmas gift on 12-4 - 03.  it worked from 12-26 to 1-9 at which time the picture failed completely (see other negative reviews-my unit wasn't the only one this happened to.)",-1,"train_neg"
"i tried calling the support number for a week, several times a day, and always got a busy signal.",-1,"train_neg"
"i also registered the unit online and posted two messages to the apex support person (there can't possibly be more than one!",-1,"train_neg"
"neither message was answered (they ask for 24 hours before replying - i've been waiting 27 days.)",-1,"train_neg"
"i finally returned the unit to the company along with copies of my messages and return info.",-1,"train_neg"
"let me quote a customer service rep from one of the authorized apex service locations in my state (they only service apex tv's, not dvd players):  "" you can send it in, but i wouldn't count on ever seeing it or a replacement again.",-1,"train_neg"
"barely worked.",-1,"train_neg"
"it only read the dvds 10% of the time, otherwise i would get a no disc screen.",-1,"train_neg"
"i got this dvd player as a gift and had to send it back.",-1,"train_neg"
"amazon was supposed to send me another one, but didn't and sent me a gift certificate instead (i'm guessing because the price has gone up on this unit since december).",-1,"train_neg"
"has problems reading some dvds.",-1,"train_neg"
"bad:  i've had this player for several months and it reads most discs, but it would not recognize several discs that were clean and read on other players (from friends season 2).",-1,"train_neg"
"it would just spin up and stop, and display "" no disc "".",-1,"train_neg"
"my other gripe is the incredibly crappy remote, which is worse than other, cheaper apex units.",-1,"train_neg"
"for some reason they made the navigation buttons all one button, a ring around the enter / play button.",-1,"train_neg"
"you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll.",-1,"train_neg"
"also, for some reason the picture looks washed out on s-video, with lots of color bleeding, compared to a component connection (should not be much of a perceptible difference on a 27 "" tv).",-1,"train_neg"
"ok this is our first dvd player so what do i know.",-1,"train_neg"
"things that i'd prefer different - there's a red light that shines when it's turned off!",-1,"train_neg"
"and the remote is cheap and cheasy - not sure how long it'll last, but for 50 bucks what the heck!",-1,"train_neg"
"plays pancakes.",-1,"train_neg"
"customer service is non-existent!!",-1,"train_neg"
"i wish i could give negative stars!",-1,"train_neg"
"what a mistake!",-1,"train_neg"
"after about an hour it starts skipping like the dvd's are dirty.",-1,"train_neg"
"i've tried several dvd's and even new ones do the same thing.",-1,"train_neg"
"i have ice age and it keeps telling me no disc.",-1,"train_neg"
"i've tried someone elses and the same thing happens.",-1,"train_neg"
"i tried e-mailing apex and they come back saying undeliverable.",-1,"train_neg"
"i've tried leaving questions on their site never to have them answered.",-1,"train_neg"
"i just want to at least try an exchange but you can't get through to their number, it's always busy.",-1,"train_neg"
"that makes sense though, with all the substandard products they make.",-1,"train_neg"
"do not buy this product or any apex product unless you are looking to be frustrated and lose money!",-1,"train_neg"
"keep shopping, don't stop here.",-1,"train_neg"
"it has never worked.",-1,"train_neg"
"i've attempted to connect this unit to several different tvs, using a multitude of connection methods, and i still can't get a video signal from the machine.",-1,"train_neg"
"i highly regret trying to save a few $ with this purchase.",-1,"train_neg"
"worst customer service on record.",-1,"train_neg"
"purchased the ad-2600 about a month ago and have had numerous problems with it.",-1,"train_neg"
"the most recent is that it will stop responding to the on/off button.",-1,"train_neg"
"the light goes from red to green but no display or any operation whatsoever.",-1,"train_neg"
"i end up unplugging it from the wall for a few hours and when i try again it will work fine.at least until this problem arises again.",-1,"train_neg"
"i've registered this unit at www.apexdigialinc.com and listed the problem.",-1,"train_neg"
"they claim to respond in a 24 hour period yet it's been 2 weeks without a reply.",-1,"train_neg"
"i've sent 10 e-mails to their customer service department requesting an ra with no response.",-1,"train_neg"
"i've called the service number and if it's not busy, it rings forever then eventually dumps you.",-1,"train_neg"
"once i actually got to an answering machine and left a message.",-1,"train_neg"
"still no response.",-1,"train_neg"
"i will never purchase anything from this company ever again and have logged my complaint with the bbb.",-1,"train_neg"
"good price, bad product.",-1,"train_neg"
"3/4 way through the first disk we played on it (naturally on 31 days after purchase) the dvd player froze.",-1,"train_neg"
"now it will not load any disk or just says that there is no disk.",-1,"train_neg"
"have tried to contact apex via e-mail (customerservice@apexdigital.com), but the e-mail address is not valid.",-1,"train_neg"
"have tried calling (866-4apexgo), but can't get through.",-1,"train_neg"
"this product sucks, the customer service from apex sucks.",-1,"train_neg"
"i shouldn't have been cheap, should have bought a toshiba.",-1,"train_neg"
"stay away from it.",-1,"train_neg"
"after using it for just a month, i could not play any dvd.",-1,"train_neg"
"i can only hear the sound but no picture!",-1,"train_neg"
"their customer (www.apexdigitalinc.com) service is very poor.",-1,"train_neg"
"no contact phone number, only eamil contact which did not respond me.",-1,"train_neg"
"problems.",-1,"train_neg"
"however, i should have followed my instincts:  you get what you pay for.",-1,"train_neg"
"one of the dvd's i received as a christmas present kept freezing.",-1,"train_neg"
"some dvd's i rented would not play.",-1,"train_neg"
"now, i suddenly have no picture.",-1,"train_neg"
"when the player was working it was great,but.",-1,"train_neg"
"the prior one looked and felt lightweight, cheesy, and assembled by the oppressed:  i purchased it for it's easy ability to accept cd-r hacks.",-1,"train_neg"
"i used it lightly, and it lasted just over one year (forgot to kill the power one day, and now it only plays dvds).",-1,"train_neg"
"does not play dvds with extra features... first of all, i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed.",-1,"train_neg"
"what disappointed me is the fact that it does not seem to read certain dvds.",-1,"train_neg"
"for example, i tried playing my new "" pirates of the carribean "" extra features dvd, but this dvd player can not read it.",-1,"train_neg"
"at first i thought it is only a isolated incident, but i was proven wrong when the player would not read my "" alias "" dvds as well.",-1,"train_neg"
"so i don't understand why it would not work with dvds that seem to have more features in them.",-1,"train_neg"
"because of this, i am disappointed and would not recommend this product.",-1,"train_neg"
"some of my friends had well branded dvd-players but they keep complaining that sometime it stucks and sucks!",-1,"train_neg"
"hopefully you won't regret.",-1,"train_neg"
"sucks.",-1,"train_neg"
"worked for two weeks.",-1,"train_neg"
"after two weeks the picture kept freezing.",-1,"train_neg"
"spend the extra 20 $ and buy a name brand dvd player.",-1,"train_neg"
"apex sucks!",-1,"train_neg"
"only the cheap and poor would buy one.",-1,"train_neg"
"video failed after 3 weeks.",-1,"train_neg"
"unit worked great for 3 weeks then video output failed.",-1,"train_neg"
"quirky?",-1,"train_neg"
"the catch is that, while it plays movies just fine, it has refused to read second discs with the movie "" extras "" on them on the two occaisions when i tried to do that.",-1,"train_neg"
"i simply watched the extra features on another player.",-1,"train_neg"
"had this been my only dvd player, though, it would have been a real problem.",-1,"train_neg"
"be advised, however, that you may encounter problems.",-1,"train_neg"
"the remote is a little hard to understand.",-1,"train_neg"
"my jpeg pictures are viewable (not so sharp and vivid) on my 27 "" screen but seem not as clear as when i view them on my 17 "" monitor.",-1,"train_neg"
"prior to christmas, it seems the reviews were very good but after that it seems the reviews went bad!",-1,"train_neg"
"i wouldn't gotten this dvd based on the reviews i read after christmas.",-1,"train_neg"
"great player... when it worked!",-1,"train_neg"
"video output stopped workin.",-1,"train_neg"
"this was an awesome player, before the video output no longer worked (after about 3 weeks).",-1,"train_neg"
"i might have gotten a lemon, but this is not the first report of video output failure on this machine.",-1,"train_neg"
"i am returning it, and again in the market for a multiformat dvd, svcd, vcd, mp3, etc.",-1,"train_neg"
"what a disappointment!",-1,"train_neg"
"quit in 10 days.",-1,"train_neg"
"there was occasionally a lip-sync issue (the lips weren't moving in time to the dialogue).",-1,"train_neg"
"but after 10 days, the sound worked, but the video quit working.",-1,"train_neg"
"perhaps this experience will teach me not to buy "" off "" brands.",-1,"train_neg"
"read the manual!!",-1,"train_neg"
"i'm editing my review, because now i wish i read the manual before returning the player i bought for my girlfriend.",-1,"train_neg"
"the button on the remote to switch from pal to ntsc was undoubtedly my problem.",-1,"train_neg"
"(my orignal review is below:)  great feature list, poor reliability.",-1,"train_neg"
"output went black and white only via both s-video and composite connections, and with no v-hold.",-1,"train_neg"
"i should have looked at it harder.",-1,"train_neg"
"(i guess only time will tell?)",-1,"train_neg"
"p.s the remote control does seem to get confused at times and doesnt respond but it may be just operator error?",-1,"train_neg"
"doesn't play my alias season 1 dvds.",-1,"train_neg"
"what the hell is wrong with this thing.",-1,"train_neg"
"what the heck is up with the 2600.  it suppose to play everything.",-1,"train_neg"
"wrong!",-1,"train_neg"
"i'm sending this pup back to amazon and looking for the 2500 on ebay.",-1,"train_neg"
"forget about the sleek looks if it can't play some of your real dvds.",-1,"train_neg"
"only lasted a month!",-1,"train_neg"
"well, within 45 days the video output quit working (both rca &amp; optic).",-1,"train_neg"
"so now it still plays everything, you just can't see it!",-1,"train_neg"
"a frustrating christmas.",-1,"train_neg"
"the first one we installed didn't work, and our kids were devastated to say the least.",-1,"train_neg"
"i am returning the broken one today.",-1,"train_neg"
"i will not be ordering another one to replace it.",-1,"train_neg"
"update: january 27th 2004 - the second one crapped out only after a week - dont buy this product!",-1,"train_neg"
"disappointing - get what you pay for.",-1,"train_neg"
"i immediately had problems getting the player to recognize two of my favorite dvds.",-1,"train_neg"
"after "" loading "" for what seemed like a very long time, the display indicated "" no disk "".",-1,"train_neg"
"after multilple tries, one of the disks was finally recognized but video was poor and features not available.",-1,"train_neg"
"only one disk played through to completion successfully.",-1,"train_neg"
"at $ 49.  i guess you get what you pay for.",-1,"train_neg"
"i'd recommend against this unit.",-1,"train_neg"
"this dvd player ruined christmas - twice!",-1,"train_neg"
"when we tried to hook up the first one, it was broken - the motor would not eject discs or close the door.",-1,"train_neg"
"strike 1. when i tried to install the second dvd player in my brothers house, that one didn "" t work either!",-1,"train_neg"
"imagine my shock - and absolute instant disdain for any products made by apex.",-1,"train_neg"
"the 2nd dvd player had a faulty power supply which caused to occasionally not turn on.",-1,"train_neg"
"do not recommend.",-1,"train_neg"
"and have returned both.",-1,"train_neg"
"the ad-1600 didn't work corectly from the start and the ad-1220 lasted about a week and a half before it started to act up.",-1,"train_neg"
"my recommendation is to wait on buying one from this company as they will surely get sent a message of many returned dvd players after christmas 2003.  i hoping they will then begin building quality dvd players again, as i do like them.",-1,"train_neg"
"it really doesn't make any cents $ $ to build a great reputation then destroy it from lack a research and testing in one season.",-1,"train_neg"
"the front door is miss aligned on my unit and you have to manually life it up just so slightly for the door to close, a very annoying thing after ahwile.",-1,"train_neg"
"bought the apex ad-2600 from amazon in 12/03 mainly on price, $ 49.99 - $ 10 rebate = $ 39.99.  that was a mistake.",-1,"train_neg"
"we tried the "" finding nemo "" dvd and when we got to ~ chapter 28, the frames started to freeze for no reason.",-1,"train_neg"
"cleaned the dvd, tried again, no luck.",-1,"train_neg"
"i agree with previous posts that you get what you pay for.",-1,"train_neg"
"i can't rate it one star only because when it does work it's pretty good.",-1,"train_neg"
"only owned it about two weeks so i expect we're looking at getting another progressive scan dvd player of higher quality very soon.",-1,"train_neg"
"i purchased the ad 2600 from another company last month and was very satisfied with my purchase, until last night.",-1,"train_neg"
"the player kept displaying "" no disc "", so i tried the disc in another machine and sure as @ # *!",-1,"train_neg"
"i even went as far as calling the technical support number on the disc.",-1,"train_neg"
"the person i talked to suggested i take the dvd player back and swap it out with another.",-1,"train_neg"
"the other company is currently "" out of stock "" so i ordered another from amazon and will be taking the original back to the competitor today.",-1,"train_neg"
"if not i will avoid apex products in the future.",-1,"train_neg"
"if only it played stand alone avi files.",-1,"train_neg"
"if problem occurs again i will repost my new rating.",-1,"train_neg"
"i was, however.",-1,"train_neg"
"somewhat disappointed that i could not "" hook up "" to my sony multi brand remote commander.",-1,"train_neg"
"small problem.",-1,"train_neg"
"hi, many people are saying, "" you get what you pay for, i guess.""",-1,"train_neg"
"well that is not true.",-1,"train_neg"
"you have to ask yourself, "" how much money is dissapointment worth?""",-1,"train_neg"
"because, you will be dissapointed.",-1,"train_neg"
"then you can say, "" my dissapointment only cost $ 39.""",-1,"train_neg"
"1) frame freezes and the family yells, "" dad!",-1,"train_neg"
"somethings wrong with the dvd player!",-1,"train_neg"
"2) the remote works, but then it does not work, and you are left standing there thinking you are doing something wrong.",-1,"train_neg"
"3) you must press the play button and hold it for a couple of seconds otherwise it will not work and you will think the whole unit is broken.",-1,"train_neg"
"4) it did play my jpeg photos but wow, trying to figure it out was really something!",-1,"train_neg"
"5) this apex model 2600 will not work with my universal remote control.",-1,"train_neg"
"i dare you to surf the net and find the code.",-1,"train_neg"
"you will be told goldstar codes work, and you will be told zenith codes will work, and radio shack will give you apex codes but they will not work.",-1,"train_neg"
"finally you will read a post somewhere that all codes are useless for the apex 2600.  and then you will start to belive them.",-1,"train_neg"
"if this is your fist dvd player.",-1,"train_neg"
"save yourself some aggrivation.",-1,"train_neg"
"keep your receipt.",-1,"train_neg"
"one still works fine, the other quit after one day.",-1,"train_neg"
"owner's manual has substandard troubleshooting guide.",-1,"train_neg"
"apex's website is down and they won't answer their phone.",-1,"train_neg"
"isacc l. fisher was wrong.",-1,"train_neg"
"if the dvd is stopped, it will display "" playback only "".",-1,"train_neg"
"little inconveinent, but unlike other players i only paid 40 $.",-1,"train_neg"
"it seems to be a little slow when identifying a new disc that's inserted - maybe 10 seconds of wait.",-1,"train_neg"
"also, if you're an audiophile, you'll want to get your own cables because the supplied ones are thin and short.",-1,"train_neg"
"lots of sound but no picture!",-1,"train_neg"
"when i hooked it up it only produced sound - a cd played fine, but with a dvd i only got the audio - no picture!",-1,"train_neg"
"let's face it - when you want to watch a movie you want to see a picture.",-1,"train_neg"
"as i travelled internationally and didn't want to haul it back on a plane with me it was an expensive addition to the recycling bin.",-1,"train_neg"
"had to buy my dad a different dvd player locally (panasonic) which worked just fine.",-1,"train_neg"
"save your cash - go for a brand that actually cares about their reputation.",-1,"train_neg"
"looks great, works like crap.",-1,"train_neg"
"bought one for $ 49.99.  seemed like a good deal, but this pos frequently cannot recognize dvds and music cds -- takes a long time loading and then concludes, "" no disc "".",-1,"train_neg"
"sent mine back.",-1,"train_neg"
"i'd look elsewhere.",-1,"train_neg"
"awkward remote; flimsy build quality.",-1,"train_neg"
"granted, i have only used this dvd player for about 2 hours setting it up for my mom for christmas, but that was long enough for me to find problems with this dvd player.",-1,"train_neg"
"first, the player did not allow me to access the menus of dvds.",-1,"train_neg"
"when i hit "" menu "" it told me, "" playback only.""",-1,"train_neg"
"i actually had to re-open the drawer and close it to get back to the dvd menu.",-1,"train_neg"
"this is extemely lame.",-1,"train_neg"
"the remote is flimsy-feeling and awkward to use.",-1,"train_neg"
"in addition, it only seems to work if you're about five feet away from the player, although that may have been just the batteries that came with it.",-1,"train_neg"
"i think for about $ 40 more, you can probably find a much better dvd player than this though.",-1,"train_neg"
"a very embarassing gift.",-1,"train_neg"
"after less than 24 hours it turned out to be a huge disappointment, for myself and for my parents, for whom it was a gift.",-1,"train_neg"
"it played only one out of three dvd's without problems, the other two being afflicted by a number of glitches.",-1,"train_neg"
"both of the problem dvd's would repeatedly freeze during playback, while the counter on the player kept going.",-1,"train_neg"
"one also exhibited extremely slow speed when going to the menu.",-1,"train_neg"
"these problems were consistent, and also not present on another dvd player.",-1,"train_neg"
"the dvd door would scratch the top of the disc every time it closed.",-1,"train_neg"
